student_id,academic_year,year,department
jl192,2017 - 2018,4,EDUC
rc427,2017 - 2018,4,EDUC
my871,2017 - 2018,4,MUSI
mb831,2017 - 2018,4,ARTS
vw110,2017 - 2018,4,COSC
ct682,2017 - 2018,4,EALL
jb933,2017 - 2018,4,BIOL
ss864,2017 - 2018,4,BIOL
aw453,2017 - 2018,4,HIST
dr893,2017 - 2018,4,EDUC
cw783,2017 - 2018,4,HIST
wh466,2017 - 2018,4,SOAN
ds493,2017 - 2018,4,ENGL
rs761,2017 - 2018,4,EEGS
mj748,2017 - 2018,4,EEGS
rh530,2017 - 2018,4,PHIL
cw126,2017 - 2018,4,RMLL
sm569,2017 - 2018,4,POSC
mc593,2017 - 2018,4,ARTS
at666,2017 - 2018,4,HIST
jw487,2017 - 2018,4,BIOL
mg968,2017 - 2018,4,THEA
dd289,2017 - 2018,4,WRIT
jm136,2017 - 2018,4,POSC
jm707,2017 - 2018,4,ENST
dp987,2017 - 2018,4,ECON
sg268,2017 - 2018,4,CHEM
mp784,2017 - 2018,4,ENGL
nt285,2017 - 2018,4,CHEM
rs711,2017 - 2018,4,RMLL
ls395,2017 - 2018,4,PHAS
hc534,2017 - 2018,4,ECON
cg803,2017 - 2018,4,ECON
ed733,2017 - 2018,4,EDUC
hc594,2017 - 2018,4,PBSC
jc502,2017 - 2018,4,ENGL
cm172,2017 - 2018,4,EEGS
aw387,2017 - 2018,4,CLAS
jc259,2017 - 2018,4,PHIL
ab926,2017 - 2018,4,THEA
cp385,2017 - 2018,4,RELG
js989,2017 - 2018,4,GEOG
ac397,2017 - 2018,4,HIST
ss398,2017 - 2018,4,PBSC
wp464,2017 - 2018,4,HIST
hm606,2017 - 2018,4,PHAS
wc695,2017 - 2018,4,PHAS
nw853,2017 - 2018,4,RMLL
tr877,2017 - 2018,4,EDUC
mj427,2017 - 2018,4,ENGL
ez829,2017 - 2018,4,SOAN
nb960,2017 - 2018,4,HIST
ew141,2017 - 2018,4,HIST
tl760,2017 - 2018,4,CHEM
ms232,2017 - 2018,4,EALL
mp663,2017 - 2018,4,HIST
ss783,2017 - 2018,4,HIST
cj815,2017 - 2018,4,PHAS
jf304,2017 - 2018,4,HIST
ms788,2017 - 2018,4,HIST
dt834,2017 - 2018,4,ARTS
jb603,2017 - 2018,4,PHAS
ew930,2017 - 2018,4,HIST
jy492,2017 - 2018,4,SOAN
jm839,2017 - 2018,4,EALL
la905,2017 - 2018,4,EEGS
jc575,2017 - 2018,4,GEOG
sw935,2017 - 2018,4,ARTS
cb329,2017 - 2018,4,RMLL
so514,2017 - 2018,4,ARTS
rb346,2017 - 2018,4,EDUC
bp439,2017 - 2018,4,WRIT
mb330,2017 - 2018,4,ECON
jm622,2017 - 2018,4,GERM
rr570,2017 - 2018,4,BIOL
hy493,2017 - 2018,4,PHAS
jh248,2017 - 2018,4,PHAS
jd627,2017 - 2018,4,EEGS
as110,2017 - 2018,4,EALL
ac460,2017 - 2018,4,RELG
jc865,2017 - 2018,4,ECON
kw660,2017 - 2018,4,EALL
ep693,2017 - 2018,4,PBSC
eg505,2017 - 2018,4,PBSC
ba166,2017 - 2018,4,ENGL
bb273,2017 - 2018,4,EDUC
pc180,2017 - 2018,4,ARTS
lh869,2017 - 2018,4,POSC
nb437,2017 - 2018,4,SOAN
ao468,2017 - 2018,4,CLAS
sp860,2017 - 2018,4,BIOL
gl614,2017 - 2018,4,PHAS
bg370,2017 - 2018,4,ARTS
bg694,2017 - 2018,4,COSC
ss123,2017 - 2018,4,WRIT
bc642,2017 - 2018,4,EDUC
tr803,2017 - 2018,4,PHAS
hc555,2017 - 2018,4,MUSI
ji382,2017 - 2018,4,EDUC
bj772,2017 - 2018,4,BIOL
je324,2017 - 2018,4,ENGL
im684,2017 - 2018,4,RMLL
ss880,2017 - 2018,4,MATH
jg681,2017 - 2018,4,ENGL
mg595,2017 - 2018,4,ARTS
jw202,2017 - 2018,4,MUSI
bm619,2017 - 2018,4,ENGL
ta337,2017 - 2018,4,ENGL
gf646,2017 - 2018,4,RMLL
ka581,2017 - 2018,4,BIOL
hm223,2017 - 2018,4,ARTS
cs429,2017 - 2018,4,EDUC
lm839,2017 - 2018,4,ENGL
eh931,2017 - 2018,4,ECON
th662,2017 - 2018,4,GEOG
mw219,2017 - 2018,4,PBSC
ms362,2017 - 2018,4,SOAN
ba442,2017 - 2018,4,RMLL
vr782,2017 - 2018,4,THEA
jw140,2017 - 2018,4,EDUC
jh102,2017 - 2018,4,RMLL
rw550,2017 - 2018,4,EDUC
cr967,2017 - 2018,4,RMLL
rc931,2017 - 2018,4,GEOG
fp666,2017 - 2018,4,CHEM
lw977,2017 - 2018,4,HIST
kr452,2017 - 2018,4,ECON
nm914,2017 - 2018,4,MATH
jy945,2017 - 2018,4,POSC
cl667,2017 - 2018,4,THEA
jb438,2017 - 2018,4,SOAN
dn897,2017 - 2018,4,ENGL
ns854,2017 - 2018,4,ENGL
jd236,2017 - 2018,4,PHIL
ns564,2017 - 2018,4,RELG
sy708,2017 - 2018,4,GEOG
cf898,2017 - 2018,4,RELG
sm993,2017 - 2018,4,PBSC
ps877,2017 - 2018,4,SOAN
jm742,2017 - 2018,4,PBSC
dr692,2017 - 2018,4,BIOL
wb177,2017 - 2018,4,PHAS
ps122,2017 - 2018,4,EDUC
ae474,2017 - 2018,4,THEA
mk190,2017 - 2018,4,PHIL
cc275,2017 - 2018,4,BIOL
db215,2017 - 2018,4,ENGL
jh348,2017 - 2018,4,POSC
sv326,2017 - 2018,4,ENGL
dp640,2017 - 2018,4,GEOG
bm808,2017 - 2018,4,THEA
js680,2017 - 2018,4,PBSC
fb641,2017 - 2018,4,HIST
sb533,2017 - 2018,4,PHAS
bs873,2017 - 2018,4,ENGL
mg136,2017 - 2018,4,CLAS
cs884,2017 - 2018,4,ECON
bw451,2017 - 2018,4,PHAS
mm933,2017 - 2018,4,PHAS
tw625,2017 - 2018,4,MATH
tp633,2017 - 2018,4,HIST
dw587,2017 - 2018,4,ENST
ll419,2017 - 2018,4,COSC
sz241,2017 - 2018,4,EDUC
jl889,2017 - 2018,4,POSC
cg479,2017 - 2018,4,WRIT
cs297,2017 - 2018,4,ENGL
ml528,2017 - 2018,4,ARTS
dp295,2017 - 2018,4,CHEM
rs831,2017 - 2018,4,HIST
jg798,2017 - 2018,4,POSC
mp591,2017 - 2018,4,PBSC
mb844,2017 - 2018,4,HIST
sp657,2017 - 2018,4,ARTS
ll466,2017 - 2018,4,PBSC
nc108,2017 - 2018,4,PBSC
sd999,2017 - 2018,4,WRIT
bw482,2017 - 2018,4,PHAS
jp679,2017 - 2018,4,POSC
ks685,2017 - 2018,4,HIST
cw677,2017 - 2018,4,CHEM
ml568,2017 - 2018,4,SOAN
dw493,2017 - 2018,4,CLAS
kw694,2017 - 2018,4,CHEM
bm701,2017 - 2018,4,GERM
vw492,2017 - 2018,4,CHEM
bm967,2017 - 2018,4,ECON
dl202,2017 - 2018,4,POSC
cw514,2017 - 2018,4,RELG
gl208,2017 - 2018,4,ARTS
ml218,2017 - 2018,4,ECON
vc864,2017 - 2018,4,WRIT
am939,2017 - 2018,4,EDUC
jr582,2017 - 2018,4,ARTS
dg848,2017 - 2018,4,POSC
km713,2017 - 2018,4,EDUC
cf560,2017 - 2018,4,BIOL
gc946,2017 - 2018,4,HIST
kh452,2017 - 2018,4,EALL
st401,2017 - 2018,4,ARTS
da760,2017 - 2018,4,ENST
ea175,2017 - 2018,4,CLAS
lc531,2017 - 2018,4,EDUC
jh445,2017 - 2018,4,ARTS
mm335,2017 - 2018,4,RMLL
mw743,2017 - 2018,4,POSC
jk392,2017 - 2018,4,RELG
jm747,2017 - 2018,4,HIST
ah666,2017 - 2018,4,EEGS
jm737,2017 - 2018,4,CHEM
tv329,2017 - 2018,4,CLAS
aj639,2017 - 2018,4,EDUC
mh210,2017 - 2018,4,HIST
lo383,2017 - 2018,4,HIST
jl198,2017 - 2018,4,ARTS
sg441,2017 - 2018,4,SOAN
kd188,2017 - 2018,4,HIST
vr613,2017 - 2018,4,CHEM
sw368,2017 - 2018,4,POSC
bg902,2017 - 2018,4,BIOL
jq603,2017 - 2018,4,RMLL
cm978,2017 - 2018,4,BIOL
jl412,2017 - 2018,4,BIOL
jr171,2017 - 2018,4,HIST
cb524,2017 - 2018,4,HIST
sc215,2017 - 2018,4,MUSI
jt946,2017 - 2018,4,MATH
vg406,2017 - 2018,4,MELL
rr980,2017 - 2018,4,EDUC
cp610,2017 - 2018,4,ARTS
ab733,2017 - 2018,4,HIST
dr398,2017 - 2018,4,ARTS
jh798,2017 - 2018,4,PBSC
af343,2017 - 2018,4,CHEM
wh470,2017 - 2018,4,GEOG
rh732,2017 - 2018,4,BIOL
jc453,2017 - 2018,4,ENGL
sc202,2017 - 2018,4,EDUC
dw582,2017 - 2018,4,POSC
rj956,2017 - 2018,4,BIOL
rm895,2017 - 2018,4,ENGL
mc564,2017 - 2018,4,MELL
jb696,2017 - 2018,4,ECON
mm516,2017 - 2018,4,WRIT
lm233,2017 - 2018,4,WRIT
mg904,2017 - 2018,4,EEGS
lt463,2017 - 2018,4,GEOG
oh893,2017 - 2018,4,PBSC
je325,2017 - 2018,4,ARTS
rm682,2017 - 2018,4,POSC
ar785,2017 - 2018,4,CHEM
er285,2017 - 2018,4,ENGL
tw870,2017 - 2018,4,ENGL
sh310,2017 - 2018,4,RMLL
lr244,2017 - 2018,4,ARTS
ck180,2017 - 2018,4,ENGL
am171,2017 - 2018,4,WRIT
ks711,2017 - 2018,4,CHEM
ch277,2017 - 2018,4,ENGL
md908,2017 - 2018,4,MUSI
jt461,2017 - 2018,4,EDUC
aw114,2017 - 2018,4,EEGS
sr627,2017 - 2018,4,BIOL
cd605,2017 - 2018,4,ENGL
hg225,2017 - 2018,4,ENGL
cs836,2017 - 2018,4,EDUC
km142,2017 - 2018,4,RELG
ja958,2017 - 2018,4,ENGL
em961,2017 - 2018,4,GERM
jb183,2017 - 2018,4,RMLL
lv753,2017 - 2018,4,ARTS
sk101,2017 - 2018,4,ENGL
ls439,2017 - 2018,4,RELG
cw669,2017 - 2018,4,PHIL
mj833,2017 - 2018,4,ARTS
lr237,2017 - 2018,4,HIST
pa715,2017 - 2018,4,SOAN
gc904,2017 - 2018,4,RELG
cw660,2017 - 2018,4,ARTS
kl838,2017 - 2018,4,EALL
kr324,2017 - 2018,4,ENGL
bs746,2017 - 2018,4,POSC
kp517,2017 - 2018,4,ENGL
dm499,2017 - 2018,4,SOAN
ad103,2017 - 2018,4,EALL
as126,2017 - 2018,4,POSC
nh224,2017 - 2018,4,HIST
jj604,2017 - 2018,4,SOAN
sf786,2017 - 2018,4,HIST
sw275,2017 - 2018,4,EALL
ll268,2017 - 2018,4,RELG
jt216,2017 - 2018,4,HIST
jm490,2017 - 2018,4,ENGL
sj234,2017 - 2018,4,RMLL
km528,2017 - 2018,4,EALL
sm194,2017 - 2018,4,SOAN
rm777,2017 - 2018,4,CLAS
gs866,2017 - 2018,4,HIST
br965,2017 - 2018,4,BIOL
jm118,2017 - 2018,4,CLAS
pb855,2017 - 2018,4,PBSC
fl264,2017 - 2018,4,MUSI
tc249,2017 - 2018,4,POSC
am360,2017 - 2018,4,WRIT
jt475,2017 - 2018,4,HIST
jr256,2017 - 2018,4,ECON
dr224,2017 - 2018,4,BIOL
mf740,2017 - 2018,4,ECON
at689,2017 - 2018,4,ECON
ls213,2017 - 2018,4,RMLL
mc550,2017 - 2018,4,WRIT
ch416,2017 - 2018,4,SOAN
kr329,2017 - 2018,4,PHAS
nt363,2017 - 2018,4,HIST
ls573,2017 - 2018,4,RMLL
pr955,2017 - 2018,4,ENGL
cs777,2017 - 2018,4,ENGL
rp690,2017 - 2018,4,PHAS
sv860,2017 - 2018,4,RELG
sw590,2017 - 2018,4,PBSC
km595,2017 - 2018,4,PHIL
jb846,2017 - 2018,4,GERM
sa128,2017 - 2018,4,ARTS
sb221,2017 - 2018,4,BIOL
jg835,2017 - 2018,4,RMLL
le172,2017 - 2018,4,ARTS
aa575,2017 - 2018,4,EEGS
js536,2017 - 2018,4,GERM
bc584,2017 - 2018,4,ENGL
mr446,2017 - 2018,4,EDUC
aj653,2017 - 2018,4,COSC
ac570,2017 - 2018,4,EDUC
ah761,2017 - 2018,4,RELG
sg887,2017 - 2018,4,MUSI
sm611,2017 - 2018,4,SOAN
mr249,2017 - 2018,4,GERM
dd839,2017 - 2018,4,GERM
th213,2017 - 2018,4,EEGS
cb260,2017 - 2018,4,PHIL
nw795,2017 - 2018,4,THEA
ej910,2017 - 2018,4,EDUC
se246,2017 - 2018,4,PHAS
jr866,2017 - 2018,4,COSC
dm181,2017 - 2018,4,ENGL
ck222,2017 - 2018,4,POSC
jt709,2017 - 2018,4,MUSI
jc110,2017 - 2018,4,HIST
dt456,2017 - 2018,4,HIST
pr670,2017 - 2018,4,COSC
cc404,2017 - 2018,4,HIST
cb723,2017 - 2018,4,RMLL
lw237,2017 - 2018,4,ARTS
sp186,2017 - 2018,4,SOAN
jh886,2017 - 2018,4,BIOL
sd295,2017 - 2018,4,HIST
sc424,2017 - 2018,4,EDUC
bw752,2017 - 2018,4,ARTS
sp411,2017 - 2018,4,RMLL
ac956,2017 - 2018,4,HIST
rj919,2017 - 2018,4,PBSC
km754,2017 - 2018,4,PBSC
sm221,2017 - 2018,4,EEGS
sc447,2017 - 2018,4,GEOG
sr534,2017 - 2018,4,SOAN
dm641,2017 - 2018,4,SOAN
dj817,2017 - 2018,4,MUSI
sh381,2017 - 2018,4,SOAN
an578,2017 - 2018,4,RMLL
ja969,2017 - 2018,4,WRIT
nb221,2017 - 2018,4,RELG
mb329,2017 - 2018,4,WRIT
jr260,2017 - 2018,4,PHAS
ts638,2017 - 2018,4,MATH
jt918,2017 - 2018,4,ENGL
aw332,2017 - 2018,4,HIST
jd139,2017 - 2018,4,RELG
dm970,2017 - 2018,4,SOAN
cs950,2017 - 2018,4,COSC
sm632,2017 - 2018,4,COSC
ac914,2017 - 2018,4,ENGL
js969,2017 - 2018,4,COSC
cc353,2017 - 2018,4,PBSC
kj320,2017 - 2018,4,ARTS
tm716,2017 - 2018,4,RELG
lj622,2017 - 2018,4,CHEM
hg684,2017 - 2018,4,ECON
bs547,2017 - 2018,4,PHIL
wg298,2017 - 2018,4,ECON
jc593,2017 - 2018,4,EALL
mb230,2017 - 2018,4,RMLL
kv457,2017 - 2018,4,EDUC
rf117,2017 - 2018,4,PBSC
ks340,2017 - 2018,4,COSC
jh411,2017 - 2018,4,SOAN
kl789,2017 - 2018,2,ARTS
jm917,2017 - 2018,1,RELG
gw297,2017 - 2018,1,EDUC
fs604,2017 - 2018,2,PHAS
aw771,2017 - 2018,2,MUSI
mw852,2017 - 2018,2,ENST
mk338,2017 - 2018,2,PHIL
km879,2017 - 2018,2,PHAS
lb283,2017 - 2018,2,MUSI
rm685,2017 - 2018,1,ENGL
bc522,2017 - 2018,1,EEGS
ag849,2017 - 2018,1,EDUC
pm549,2017 - 2018,2,RMLL
da163,2017 - 2018,1,PBSC
br135,2017 - 2018,2,ECON
bv476,2017 - 2018,2,GEOG
rc935,2017 - 2018,2,PHAS
jb460,2017 - 2018,2,RELG
jm154,2017 - 2018,2,PHAS
lo891,2017 - 2018,2,GEOG
rw598,2017 - 2018,1,RELG
sm148,2017 - 2018,1,PHIL
cs987,2017 - 2018,1,POSC
bw255,2017 - 2018,2,BIOL
tl276,2017 - 2018,2,EDUC
ps815,2017 - 2018,2,HIST
jk529,2017 - 2018,1,EDUC
mt432,2017 - 2018,1,GERM
cs996,2017 - 2018,2,RMLL
kw834,2017 - 2018,1,CLAS
jc174,2017 - 2018,2,BIOL
ma386,2017 - 2018,2,ARTS
dr122,2017 - 2018,1,ENST
ar167,2017 - 2018,1,EALL
rj528,2017 - 2018,2,COSC
sa464,2017 - 2018,1,POSC
be531,2017 - 2018,1,EALL
sd709,2017 - 2018,2,COSC
tl939,2017 - 2018,2,PBSC
ha703,2017 - 2018,2,SOAN
ap101,2017 - 2018,1,SOAN
dp112,2017 - 2018,2,RELG
rf586,2017 - 2018,2,POSC
ms270,2017 - 2018,1,GEOG
jk218,2017 - 2018,2,POSC
rc965,2017 - 2018,1,EALL
bk104,2017 - 2018,1,WRIT
mp301,2017 - 2018,2,GEOG
cm362,2017 - 2018,1,ENGL
sk226,2017 - 2018,2,RMLL
tw440,2017 - 2018,1,SOAN
pe146,2017 - 2018,1,ENGL
rc421,2017 - 2018,2,PHIL
af207,2017 - 2018,1,EALL
la341,2017 - 2018,2,PHIL
bh825,2017 - 2018,2,CLAS
ar586,2017 - 2018,1,EDUC
jm825,2017 - 2018,2,WRIT
mm906,2017 - 2018,1,RMLL
bs915,2017 - 2018,1,RMLL
hc743,2017 - 2018,1,PBSC
ch521,2017 - 2018,2,HIST
aw982,2017 - 2018,2,ENGL
rw832,2017 - 2018,2,GERM
cb255,2017 - 2018,1,ENST
tm756,2017 - 2018,2,COSC
df872,2017 - 2018,2,SOAN
cb941,2017 - 2018,2,PBSC
jr112,2017 - 2018,2,PHAS
kr952,2017 - 2018,1,SOAN
mc983,2017 - 2018,2,PHIL
jc503,2017 - 2018,2,PHAS
dw258,2017 - 2018,2,HIST
mh809,2017 - 2018,2,EEGS
cf571,2017 - 2018,1,POSC
en131,2017 - 2018,2,MUSI
tw142,2017 - 2018,1,PBSC
nb326,2017 - 2018,1,BIOL
tm353,2017 - 2018,1,ECON
wm967,2017 - 2018,2,EDUC
tb755,2017 - 2018,2,EDUC
mj174,2017 - 2018,1,PBSC
tr429,2017 - 2018,2,POSC
tk680,2017 - 2018,2,POSC
wb638,2017 - 2018,1,HIST
sv589,2017 - 2018,1,PBSC
rs198,2017 - 2018,1,PHAS
jb889,2017 - 2018,1,CHEM
wg853,2017 - 2018,1,CLAS
sm150,2017 - 2018,1,SOAN
bb558,2017 - 2018,1,EDUC
jh739,2017 - 2018,1,ENGL
km166,2017 - 2018,2,ARTS
tl249,2017 - 2018,2,SOAN
ec723,2017 - 2018,2,EALL
rb966,2017 - 2018,1,CLAS
lj895,2017 - 2018,2,ARTS
pp326,2017 - 2018,2,BIOL
mc705,2017 - 2018,1,SOAN
tm368,2017 - 2018,1,PBSC
sm313,2017 - 2018,2,BIOL
ca496,2017 - 2018,2,BIOL
aw149,2017 - 2018,2,EDUC
ej970,2017 - 2018,2,PBSC
kh281,2017 - 2018,2,WRIT
am528,2017 - 2018,1,PBSC
as558,2017 - 2018,2,ARTS
ha684,2017 - 2018,1,ARTS
bb675,2017 - 2018,1,RMLL
jb281,2017 - 2018,1,ARTS
hp949,2017 - 2018,1,PHAS
kr841,2017 - 2018,2,PHIL
kk677,2017 - 2018,2,BIOL
af666,2017 - 2018,2,MUSI
tb103,2017 - 2018,2,BIOL
ah987,2017 - 2018,1,MATH
nw672,2017 - 2018,2,PHAS
ts300,2017 - 2018,1,BIOL
nv194,2017 - 2018,1,POSC
at776,2017 - 2018,2,HIST
as563,2017 - 2018,2,ENST
kj525,2017 - 2018,1,CLAS
mp151,2017 - 2018,2,CHEM
mg114,2017 - 2018,1,CHEM
gc184,2017 - 2018,1,HIST
mo127,2017 - 2018,2,EDUC
sc489,2017 - 2018,2,THEA
jn434,2017 - 2018,1,HIST
km852,2017 - 2018,1,EEGS
lw166,2017 - 2018,2,SOAN
ky310,2017 - 2018,1,GEOG
lc295,2017 - 2018,2,ENST
kw876,2017 - 2018,1,ARTS
mc988,2017 - 2018,2,ARTS
ta917,2017 - 2018,2,POSC
at619,2017 - 2018,1,EDUC
bh473,2017 - 2018,1,CLAS
dw288,2017 - 2018,1,WRIT
wr517,2017 - 2018,1,BIOL
rr123,2017 - 2018,1,GEOG
jf806,2017 - 2018,2,POSC
go638,2017 - 2018,1,POSC
tr991,2017 - 2018,2,PHAS
ph502,2017 - 2018,1,MATH
dr901,2017 - 2018,1,EEGS
jt348,2017 - 2018,1,POSC
am352,2017 - 2018,1,GEOG
kh216,2017 - 2018,2,BIOL
tm959,2017 - 2018,1,THEA
mz995,2017 - 2018,1,GEOG
hr802,2017 - 2018,2,PBSC
kh430,2017 - 2018,2,COSC
tl877,2017 - 2018,2,ENGL
jm753,2017 - 2018,1,ENGL
sk996,2017 - 2018,2,ARTS
bg328,2017 - 2018,2,PBSC
bs671,2018 - 2019,2,RELG
rw790,2018 - 2019,2,PHIL
bh657,2018 - 2019,3,MUSI
th950,2018 - 2019,2,HIST
cg768,2018 - 2019,3,ENST
vb903,2018 - 2019,2,ENGL
tt195,2018 - 2019,4,EDUC
ab369,2018 - 2019,2,HIST
mr349,2018 - 2019,4,PHIL
lg980,2018 - 2019,4,ECON
bc870,2018 - 2019,4,ENGL
sh369,2018 - 2019,3,POSC
th951,2018 - 2019,3,EDUC
ab906,2018 - 2019,4,EEGS
br292,2018 - 2019,3,MUSI
mk692,2018 - 2019,4,RELG
es280,2018 - 2019,3,EALL
mc438,2018 - 2019,3,BIOL
ka269,2018 - 2019,2,GEOG
cp951,2018 - 2019,3,EEGS
bs448,2018 - 2019,4,ECON
rc838,2018 - 2019,4,SOAN
sl873,2018 - 2019,2,WRIT
ms731,2018 - 2019,2,ENST
wg279,2018 - 2019,4,HIST
pp395,2018 - 2019,4,ECON
sg779,2018 - 2019,2,WRIT
cg110,2018 - 2019,3,CHEM
ed122,2018 - 2019,4,HIST
jo226,2018 - 2019,4,ARTS
dh436,2018 - 2019,3,EEGS
mh619,2018 - 2019,2,RMLL
mt436,2018 - 2019,2,PHAS
yn548,2018 - 2019,4,CLAS
rk714,2018 - 2019,4,EDUC
sc498,2018 - 2019,3,PHIL
kw915,2018 - 2019,3,HIST
ac362,2018 - 2019,2,GEOG
wg172,2018 - 2019,3,THEA
mh377,2018 - 2019,4,EDUC
jr183,2018 - 2019,1,EALL
gw634,2018 - 2019,1,ECON
wj983,2018 - 2019,3,HIST
jm512,2018 - 2019,1,SOAN
ac359,2018 - 2019,2,CLAS
ka442,2018 - 2019,1,SOAN
de532,2018 - 2019,1,EALL
nh644,2018 - 2019,3,WRIT
mk796,2018 - 2019,2,HIST
kw391,2018 - 2019,3,MATH
mc142,2018 - 2019,3,ARTS
lp641,2018 - 2019,3,CHEM
lv783,2018 - 2019,3,POSC
as210,2018 - 2019,3,BIOL
fv626,2018 - 2019,3,POSC
dw644,2018 - 2019,2,PHIL
cg972,2018 - 2019,2,ECON
ka711,2018 - 2019,1,BIOL
vd815,2018 - 2019,2,THEA
jf695,2018 - 2019,3,MATH
sm268,2018 - 2019,2,COSC
ap434,2018 - 2019,1,RELG
dc805,2018 - 2019,1,RMLL
cd906,2018 - 2019,3,HIST
ny874,2018 - 2019,3,EDUC
pd900,2018 - 2019,1,HIST
pk118,2018 - 2019,2,ARTS
au492,2018 - 2019,2,ARTS
jr170,2018 - 2019,3,BIOL
dc226,2018 - 2019,2,ARTS
lm425,2018 - 2019,1,EDUC
ck353,2018 - 2019,2,EEGS
ks746,2018 - 2019,2,CLAS
am276,2018 - 2019,1,EEGS
tc692,2018 - 2019,1,RELG
ah711,2018 - 2019,1,MATH
pk705,2018 - 2019,1,ECON
ds746,2018 - 2019,1,HIST
tl192,2018 - 2019,1,PHAS
es970,2018 - 2019,1,BIOL
as753,2018 - 2019,1,EDUC
pm529,2018 - 2019,1,CLAS
as522,2018 - 2019,1,ENGL
rr800,2018 - 2019,1,EDUC
mf446,2018 - 2019,1,WRIT
md529,2018 - 2019,1,MATH
mm999,2018 - 2019,1,HIST
vp116,2018 - 2019,1,EALL
wb419,2018 - 2019,1,THEA
dm675,2018 - 2019,1,ARTS
ca249,2018 - 2019,1,SOAN
sn450,2018 - 2019,1,ENGL
th410,2018 - 2019,1,POSC
kw477,2018 - 2019,1,COSC
jf786,2018 - 2019,1,RELG
jt256,2018 - 2019,1,RELG
jh737,2018 - 2019,1,HIST
lw964,2018 - 2019,1,PBSC
ss846,2018 - 2019,1,ECON
dg877,2018 - 2019,1,PBSC
aw263,2018 - 2019,1,EDUC
kc762,2018 - 2019,1,SOAN
ra775,2018 - 2019,1,RMLL
jw143,2018 - 2019,1,POSC
jl166,2018 - 2019,1,GERM
lr159,2018 - 2019,1,MATH
at328,2018 - 2019,1,HIST
gj249,2018 - 2019,1,PBSC
vh964,2018 - 2019,1,ECON
js885,2018 - 2019,1,SOAN
cg138,2018 - 2019,1,RELG
jl909,2018 - 2019,1,SOAN
df617,2018 - 2019,1,POSC
sh317,2018 - 2019,1,PHAS
vm273,2018 - 2019,1,RMLL
db588,2018 - 2019,1,ENGL
sm245,2018 - 2019,1,ENGL
zm450,2018 - 2019,1,SOAN
na443,2018 - 2019,1,THEA
et802,2018 - 2019,1,CHEM
bd547,2018 - 2019,1,ARTS
nc438,2018 - 2019,1,MATH
jw802,2018 - 2019,1,SOAN
jg757,2018 - 2019,1,EDUC
fw929,2018 - 2019,1,PBSC
aw566,2018 - 2019,1,GEOG
sm852,2018 - 2019,1,MUSI
jg766,2018 - 2019,1,PHIL
dc833,2018 - 2019,1,BIOL
zb441,2018 - 2019,1,PHAS
ec805,2018 - 2019,1,POSC
dh621,2018 - 2019,1,PHAS
gf113,2018 - 2019,1,ECON
dk663,2018 - 2019,1,MATH
dt699,2018 - 2019,1,CHEM
bm634,2018 - 2019,1,GERM
rh294,2018 - 2019,1,CHEM
dg342,2018 - 2019,1,EALL
jp493,2018 - 2019,1,PBSC
ed275,2018 - 2019,1,EALL
dk232,2018 - 2019,1,COSC
tg137,2018 - 2019,1,ECON
ja679,2018 - 2019,1,GERM
kw515,2018 - 2019,1,BIOL
mb358,2018 - 2019,1,POSC
nh573,2018 - 2019,1,RELG
rh343,2018 - 2019,1,POSC
vd796,2018 - 2019,1,ARTS
wp151,2018 - 2019,1,ENGL
dh520,2018 - 2019,1,RMLL
ag521,2018 - 2019,1,COSC
jr554,2018 - 2019,1,EEGS
mf158,2018 - 2019,1,PBSC
bj496,2018 - 2019,1,EDUC
mr317,2018 - 2019,1,BIOL
tl516,2018 - 2019,1,HIST
jc840,2018 - 2019,1,ENST
jc120,2018 - 2019,1,ARTS
mr602,2018 - 2019,1,ENST
jg325,2018 - 2019,1,BIOL
ew232,2018 - 2019,1,GERM
an760,2018 - 2019,1,ENGL
cl999,2018 - 2019,1,ENGL
mb994,2018 - 2019,1,ENGL
jr174,2018 - 2019,1,GEOG
cv857,2018 - 2019,1,CLAS
jw171,2018 - 2019,1,ENGL
cm464,2018 - 2019,1,RMLL
sg171,2018 - 2019,1,RMLL
mw847,2018 - 2019,1,ENGL
ed143,2018 - 2019,1,PHIL
rj180,2018 - 2019,1,EDUC
sj419,2018 - 2019,1,PHAS
jr247,2018 - 2019,1,CLAS
ms585,2018 - 2019,1,EDUC
gb346,2018 - 2019,1,RMLL
th788,2018 - 2019,1,PBSC
dg431,2018 - 2019,1,ENGL
an720,2018 - 2019,1,HIST
tf800,2018 - 2019,1,SOAN
st470,2018 - 2019,1,SOAN
tg828,2018 - 2019,1,SOAN
dp176,2018 - 2019,1,RELG
mc886,2018 - 2019,1,RMLL
mg743,2018 - 2019,1,CLAS
gh682,2018 - 2019,1,RELG
hp615,2018 - 2019,1,GEOG
dt608,2018 - 2019,1,ECON
sf214,2018 - 2019,1,ARTS
cm224,2018 - 2019,1,COSC
kj227,2018 - 2019,1,EDUC
rf501,2018 - 2019,1,BIOL
db960,2018 - 2019,1,ARTS
es417,2018 - 2019,1,RELG
wb629,2018 - 2019,1,CLAS
ms288,2018 - 2019,1,ARTS
rw584,2018 - 2019,1,EDUC
am315,2018 - 2019,1,HIST
kj828,2018 - 2019,1,MUSI
ac607,2018 - 2019,1,ENGL
ad683,2018 - 2019,1,HIST
ks782,2018 - 2019,1,PBSC
jt926,2018 - 2019,1,RELG
